"Country Name","Country Code","Indicator Name","Indicator Code","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Ukraine","UKR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","4734.91434744585","891.187748133705","376.746174768209","80.3255014551742","15.940599414943","10.5771611482514","22.6836718061345","28.2030972388552","11.9588085390459","0.75742084639286","5.17967781908315","9.04806786050888","13.5695764909248","9.05252491133248","12.8387796190181","25.226461707384","15.8811924594476","9.37293105078978","7.95572466274652","0.568727971803862","-0.238948626045407","12.0718562874251","48.6998646434424","13.9127101997797","14.4383227488749","10.9518559353178","7.88671745611133"
